Data Timestamp      ,q,V_ref,Alpha,P 1,P 2,P 3,P 4,P 5,P 6,P 7,P 8,P 9,P 10,P 11,P 12,P 13,P 14,P 15,P 16,P 17,P 18,P 19,P 20,P 21,P 22,P 23,P 24,Notes ,,,,,,,,,,
[yyyymmdd hh:mm:ss.sss],[mbar],[m/s],[deg],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],[mbar],,p1 ,p2,p3,p4,p5,p6p,p7,p8,p9,p10
20200217 11:27:18.546,0.4,9,36.1,1010.7,1010.9,1010.8,1010.8,1010.9,1010.8,1010.9,1010.9,1010.9,1011,1011.6,1011.6,1011.6,1011.6,1011.7,1011.6,1011.7,1011.6,1011.6,1011.7,1011.6,1011.6,1011.5,1011.7,,,,,,,,,,,
20200217 11:27:18.765,0.5,9,36.1,1010.7,1010.9,1010.8,1010.8,1010.9,1010.8,1010.9,1010.9,1010.9,1011,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.7,1011.6,1011.6,1011.6,1011.5,1011.5,1011.6,,,,,,,,,,,
20200217 11:27:18.968,0.4,9,36.1,1010.6,1010.9,1010.9,1010.8,1010.9,1010.8,1010.9,1010.9,1010.9,1011,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.7,1011.6,1011.6,1011.5,1011.5,1011.6,1011.7,,,,,,,,,,,
20200217 11:27:19.171,0.4,9,36.1,1010.6,1010.9,1010.8,1010.8,1010.9,1010.9,1010.9,1010.9,1010.9,1011,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.7,1011.6,1011.6,1011.5,1011.5,1011.8,1011.7,,,,,,,,,,,
20200217 11:27:19.375,0.5,9,36.1,1010.6,1010.9,1010.8,1010.9,1010.8,1010.8,1010.8,1010.8,1010.9,1011,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.7,1011.6,1011.6,1011.5,1011.6,1011.6,1011.7,,,,,,,,,,,
20200217 11:27:19.593,0.4,9,36.1,1010.7,1010.8,1010.8,1010.8,1010.9,1010.8,1010.9,1010.9,1010.9,1011,1011.6,1011.7,1011.6,1011.6,1011.7,1011.6,1011.6,1011.7,1011.6,1011.7,1011.5,1011.4,1011.4,1011.7,,,,,,,,,,,
20200217 11:27:19.796,0.5,9,36.1,1010.7,1010.9,1010.8,1010.8,1010.9,1010.8,1010.8,1010.9,1010.9,1011,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.7,1011.6,1011.7,1011.4,1011.5,1011.5,1011.8,,,,,,,,,,,
20200217 11:27:20.015,0.5,9,36.1,1010.6,1010.9,1010.8,1010.8,1010.9,1010.9,1010.9,1010.9,1010.9,1011,1011.6,1011.7,1011.6,1011.6,1011.6,1011.6,1011.6,1011.7,1011.6,1011.7,1011.6,1011.5,1011.5,1011.6,,,,,,,,,,,
20200217 11:27:20.218,0.5,9,36.1,1010.7,1010.9,1010.8,1010.8,1010.9,1010.8,1010.9,1010.9,1010.9,1011,1011.6,1011.7,1011.6,1011.6,1011.7,1011.6,1011.7,1011.7,1011.7,1011.7,1011.6,1011.6,1011.6,1011.6,,,,,,,,,,,
20200217 11:27:20.421,0.5,9,36.1,1010.7,1010.9,1010.8,1010.9,1010.9,1010.8,1010.8,1010.8,1010.9,1011,1011.6,1011.6,1011.6,1011.6,1011.7,1011.6,1011.6,1011.7,1011.7,1011.6,1011.4,1011.5,1011.5,1011.7,,,,,,,,,,,
20200217 11:27:20.640,0.5,9,36.1,1010.6,1010.9,1010.8,1010.8,1010.9,1010.8,1010.9,1010.9,1010.9,1011,1011.6,1011.7,1011.6,1011.6,1011.7,1011.6,1011.6,1011.7,1011.6,1011.7,1011.5,1011.5,1011.7,1011.7,,,,,,,,,,,
20200217 11:27:20.859,0.5,9,36.1,1010.6,1010.9,1010.8,1010.8,1010.9,1010.8,1010.9,1010.9,1010.9,1011,1011.6,1011.6,1011.7,1011.6,1011.7,1011.6,1011.6,1011.7,1011.6,1011.7,1011.5,1011.5,1011.5,1011.8,,,,,,,,,,,
20200217 11:27:21.062,0.5,9,36.1,1010.6,1010.9,1010.8,1010.8,1010.9,1010.9,1010.9,1010.9,1010.9,1011,1011.6,1011.7,1011.7,1011.6,1011.7,1011.6,1011.6,1011.7,1011.7,1011.6,1011.6,1011.4,1011.6,1011.6,,,,,,,,,,,
20200217 11:27:21.265,0.5,9,36.1,1010.6,1010.9,1010.9,1010.8,1010.9,1010.8,1010.9,1010.9,1010.9,1011,1011.6,1011.7,1011.7,1011.6,1011.7,1011.6,1011.6,1011.7,1011.6,1011.7,1011.4,1011.5,1011.5,1011.8,,,,,,,,,,,
20200217 11:27:21.484,0.5,9,36.1,1010.6,1010.9,1010.8,1010.8,1010.9,1010.9,1010.9,1011,1010.9,1010.9,1011.6,1011.7,1011.7,1011.6,1011.7,1011.6,1011.7,1011.7,1011.7,1011.7,1011.5,1011.5,1011.5,1011.7,,,,,,,,,,,
20200217 11:27:21.703,0.5,9,36.1,1010.6,1010.9,1010.8,1010.9,1010.9,1010.8,1010.9,1010.9,1010.9,1010.9,1011.6,1011.7,1011.7,1011.6,1011.7,1011.6,1011.7,1011.7,1011.7,1011.7,1011.4,1011.6,1011.6,1011.8,,,,,,,,,,,
20200217 11:27:21.906,0.5,9,36.1,1010.6,1010.9,1010.9,1010.9,1010.9,1010.8,1010.9,1010.9,1010.9,1011,1011.6,1011.7,1011.6,1011.6,1011.7,1011.6,1011.7,1011.7,1011.6,1011.7,1011.5,1011.5,1011.6,1011.8,,,,,,,,,,,
20200217 11:27:22.109,0.5,9,36.1,1010.7,1010.9,1010.8,1010.9,1010.9,1010.9,1010.9,1010.9,1010.9,1011,1011.6,1011.7,1011.6,1011.7,1011.7,1011.6,1011.7,1011.7,1011.7,1011.7,1011.5,1011.6,1011.6,1011.7,,,,,,,,,,,
20200217 11:27:22.328,0.5,9,36.1,1010.7,1010.9,1010.8,1010.8,1010.9,1010.9,1010.9,1010.9,1010.9,1010.9,1011.6,1011.7,1011.6,1011.6,1011.7,1011.6,1011.6,1011.7,1011.6,1011.7,1011.7,1011.4,1011.5,1011.8,,,,,,,,,,,
20200217 11:27:22.531,0.5,9,36.1,1010.7,1010.9,1010.8,1010.9,1010.9,1010.9,1010.9,1010.9,1010.9,1011,1011.6,1011.7,1011.7,1011.7,1011.7,1011.6,1011.6,1011.7,1011.6,1011.7,1011.5,1011.7,1011.5,1011.8,,,,,,,,,,,
20200217 11:27:22.734,0.5,9,36.1,1010.6,1010.9,1010.8,1010.8,1010.9,1010.9,1010.9,1010.9,1010.9,1011,1011.6,1011.7,1011.7,1011.7,1011.7,1011.6,1011.7,1011.7,1011.6,1011.7,1011.6,1011.6,1011.4,1011.8,,,,,,,,,,,
20200217 11:27:22.937,0.5,9,36.1,1010.6,1010.9,1010.8,1010.9,1010.9,1010.8,1010.9,1010.9,1010.9,1011,1011.6,1011.7,1011.7,1011.6,1011.7,1011.6,1011.7,1011.7,1011.6,1011.7,1011.6,1011.5,1011.5,1011.7,,,,,,,,,,,
